Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute,onground_dist(KM)
26,4.5,17.483216,78.552111,17.553216,78.622111,Cloudy,Low,2,Drinks,scooter,1,No,Metropolitian,23,night,10,22,55,23,5,16.4
35,4.7,22.745536,75.893106,22.785536,75.933106,Sunny,High,1,Meal,scooter,0,No,Metropolitian,24,afternoon,15,13,50,14,5,12.8
32,5,30.332735,78.054222,30.412735,78.134222,Stormy,Medium,0,Snack,motorcycle,2,No,Metropolitian,41,evening,5,17,30,17,35,17
32,4.5,22.761226,75.887522,22.851226,75.977522,Sandstorms,Jam,1,Buffet,motorcycle,0,No,Metropolitian,37,evening,5,19,40,19,45,22.1
20,4.5,17.433809,78.386744,17.483809,78.436744,Sandstorms,Medium,2,Drinks,motorcycle,1,No,Metropolitian,24,evening,15,18,15,18,30,16.5
28,4.6,22.761226,75.887522,22.791226,75.917522,Stormy,Jam,2,Snack,electric_scooter,1,No,Urban,14,evening,15,20,15,20,30,7.3
23,4.7,21.157729,72.768726,21.237729,72.848726,Cloudy,Medium,2,Buffet,motorcycle,0,No,Metropolitian,38,evening,5,17,40,17,45,17.1
33,4,13.058616,80.264151,13.118616,80.324151,Cloudy,Jam,2,Buffet,scooter,1,No,Metropolitian,35,evening,10,20,45,20,55,14.2
38,4.3,12.978453,77.643685,12.988453,77.653685,Fog,High,2,Snack,electric_scooter,1,No,Metropolitian,37,morning,5,11,20,11,25,2.6
37,4.4,23.357804,85.325146,23.487804,85.455146,Fog,Low,0,Snack,motorcycle,1,No,Metropolitian,44,night,15,23,35,23,50,28
32,4.6,12.981615,80.231598,13.011615,80.261598,Sunny,Jam,0,Snack,motorcycle,0,No,Urban,24,night,10,21,55,22,5,8.9
33,4.5,18.543626,73.905101,18.623626,73.985101,Sandstorms,Low,2,Snack,motorcycle,0,No,Urban,28,night,5,22,30,22,35,19.5
20,5,11.001753,76.986241,11.111753,77.096241,Cloudy,Low,2,Snack,electric_scooter,1,No,Urban,28,night,15,22,10,22,25,24.3
36,4.7,26.913483,75.803139,26.993483,75.883139,Stormy,Jam,2,Snack,electric_scooter,1,No,Metropolitian,25,evening,15,19,25,19,40,14.9
21,5,15.498603,73.826911,15.588603,73.916911,Windy,Jam,2,Meal,scooter,1,No,Metropolitian,18,night,15,21,50,22,5,23.9
33,4.6,17.450851,78.379347,17.580851,78.509347,Sandstorms,Low,2,Buffet,motorcycle,0,No,Metropolitian,21,night,15,23,20,23,35,66
32,4.8,23.374878,85.335739,23.404878,85.365739,Windy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,30,evening,5,17,50,17,55,6.6
39,4.5,18.546947,73.900626,18.566947,73.920626,Sunny,High,1,Drinks,motorcycle,1,No,Metropolitian,19,morning,10,11,30,11,40,4.7
22,4.9,17.450851,78.379347,17.460851,78.389347,Cloudy,High,2,Meal,scooter,1,No,Metropolitian,30,afternoon,15,11,50,12,5,3.8
28,4.9,11.025083,77.015393,11.105083,77.095393,Fog,Jam,1,Drinks,motorcycle,1,No,Metropolitian,31,evening,10,20,15,20,25,17
38,4.7,22.751857,75.866699,22.811857,75.926699,Windy,Jam,2,Snack,electric_scooter,1,No,Metropolitian,30,night,10,21,35,21,45,11.7
32,4.6,19.131141,72.813074,19.201141,72.883074,Sandstorms,Medium,0,Drinks,motorcycle,1,No,Metropolitian,37,evening,10,17,45,17,55,16.5
37,4.8,26.910262,75.783013,27.050262,75.923013,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,27,night,10,22,10,22,20,26.6
33,4.9,15.561295,73.749478,15.611295,73.799478,Sandstorms,Medium,2,Buffet,motorcycle,1,No,Metropolitian,29,evening,5,18,15,18,20,12.6
29,4.7,12.972793,80.249982,13.012793,80.289982,Stormy,High,0,Meal,motorcycle,2,Yes,Metropolitian,39,afternoon,15,13,20,13,35,36.3
29,4.5,26.892312,75.806896,27.032312,75.946896,Fog,Low,0,Drinks,motorcycle,0,No,Urban,24,night,5,22,15,22,20,27.5
28,4.9,22.728163,75.884212,22.778163,75.934212,Cloudy,Medium,2,Meal,motorcycle,0,No,Metropolitian,17,evening,5,17,35,17,40,13
34,5,17.455894,78.375467,17.465894,78.385467,Sandstorms,High,0,Snack,motorcycle,1,No,Metropolitian,33,morning,5,11,35,11,40,4.4
24,4.6,23.353783,85.326967,23.483783,85.456967,Fog,Jam,2,Snack,scooter,1,No,Urban,38,night,5,21,25,21,30,30.8
28,5,17.450851,78.379347,17.510851,78.439347,Windy,Jam,2,Buffet,motorcycle,0,No,Metropolitian,17,night,15,21,40,21,55,16.7
26,4.9,22.725835,75.887648,22.855835,76.017648,Sunny,Medium,0,Drinks,motorcycle,1,No,Urban,15,evening,15,18,10,18,25,28.8
35,4.6,23.184992,77.417227,23.294992,77.527227,Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,36,evening,10,18,30,18,40,23.4
23,5,17.451976,78.385883,17.471976,78.405883,Sunny,High,2,Buffet,scooter,0,No,Urban,14,morning,5,11,10,11,15,6.4
24,4.9,11.003681,76.975525,11.063681,77.035525,Stormy,Low,2,Drinks,electric_scooter,0,No,Urban,17,night,5,23,25,23,30,12.4
21,4.6,22.307898,73.167788,22.367898,73.227788,Windy,Medium,0,Snack,motorcycle,1,No,Urban,20,evening,15,17,50,18,5,19
26,4.5,12.975996,80.221898,13.065996,80.311898,Windy,Jam,1,Meal,scooter,0,No,Urban,17,evening,5,19,30,19,35,30.5
25,4.8,19.178321,72.834715,19.258321,72.914715,Cloudy,Low,2,Drinks,scooter,1,No,Metropolitian,21,night,5,23,15,23,20,21.7
35,4.5,18.636215,73.751081,18.706215,73.821081,Windy,Low,2,Snack,electric_scooter,0,No,Urban,27,night,10,22,55,23,5,25
29,4.9,13.054347,80.257221,13.184347,80.387221,Sandstorms,Low,0,Snack,motorcycle,0,No,Urban,21,night,15,23,20,23,35,25.2
29,4.9,18.994049,72.825203,19.054049,72.885203,Windy,Medium,1,Snack,motorcycle,1,No,Metropolitian,29,evening,15,17,30,17,45,14.8
25,4.5,22.310329,73.169083,22.370329,73.229083,Sunny,Jam,2,Drinks,motorcycle,0,No,Metropolitian,11,night,5,21,35,21,40,18.7
31,4.9,11.003669,76.976494,11.023669,76.996494,Sunny,High,2,Meal,electric_scooter,1,No,Metropolitian,21,morning,5,11,35,11,40,5.2
26,4.1,13.026286,80.275235,13.086286,80.335235,Stormy,Low,0,Meal,motorcycle,0,No,Urban,22,night,15,23,25,23,40,17.4
22,4.7,12.906229,77.596791,12.946229,77.636791,Fog,High,0,Meal,motorcycle,0,No,Metropolitian,26,afternoon,10,14,30,14,40,8.6
26,4.7,23.374878,85.335739,23.454878,85.415739,Sandstorms,Medium,1,Snack,scooter,1,No,Metropolitian,23,evening,10,18,35,18,45,20.3
29,4.6,21.186608,72.794136,21.256608,72.864136,Cloudy,Jam,2,Meal,electric_scooter,1,No,Metropolitian,30,night,5,21,20,21,25,13.1
24,4.8,13.086438,80.220672,13.176438,80.310672,Sandstorms,Medium,1,Drinks,scooter,1,No,Metropolitian,23,evening,10,17,25,17,35,27.1
37,4.7,18.533811,73.899315,18.543811,73.909315,Fog,Low,1,Buffet,motorcycle,0,No,Metropolitian,18,morning,10,10,15,10,25,2.3
27,4.8,26.471529,80.313458,26.601529,80.443458,Sandstorms,Medium,2,Snack,scooter,0,No,Metropolitian,17,evening,15,17,35,17,50,37
25,4.6,26.956431,75.776649,27.086431,75.906649,Cloudy,Jam,1,Buffet,motorcycle,0,No,Metropolitian,38,night,15,21,50,22,5,33.7
34,4.7,22.651847,75.881991,22.721847,75.951991,Fog,Medium,0,Snack,motorcycle,2,No,Metropolitian,43,evening,10,17,20,17,30,16.9
28,4.6,26.766536,75.837333,26.826536,75.897333,Windy,Jam,1,Snack,scooter,0,No,Metropolitian,11,night,10,21,25,21,35,15.2
25,4.6,11.021278,76.995017,11.131278,77.105017,Sandstorms,Jam,0,Buffet,motorcycle,0,No,Metropolitian,28,evening,10,19,35,19,45,25.1
28,4.9,12.972532,77.608179,13.022532,77.658179,Sandstorms,Jam,1,Buffet,scooter,1,No,Metropolitian,17,evening,10,19,45,19,55,10.9
32,4.7,27.160832,78.011608,27.210832,78.061608,Windy,Medium,1,Meal,motorcycle,1,No,Metropolitian,28,evening,15,17,55,18,10,12.5
23,2.6,30.885915,75.788259,30.995915,75.898259,Sunny,Low,1,Drinks,scooter,1,No,Metropolitian,43,night,15,23,25,23,40,34
36,4.6,22.745049,75.892471,22.785049,75.932471,Cloudy,Medium,0,Snack,motorcycle,1,No,Urban,25,afternoon,15,15,20,15,35,11.7
20,4.3,11.021278,76.995017,11.031278,77.005017,Stormy,Low,0,Drinks,motorcycle,1,No,Metropolitian,24,morning,5,8,20,8,25,3.7
24,4.7,22.651847,75.881991,22.721847,75.951991,Sunny,Jam,1,Drinks,scooter,1,No,Urban,23,night,10,21,10,21,20,16.9
32,4.9,22.310329,73.169083,22.370329,73.229083,Fog,Jam,2,Buffet,electric_scooter,1,No,Urban,27,night,15,21,25,21,40,18.7
25,4.9,22.695207,75.866059,22.745207,75.916059,Stormy,Low,1,Meal,scooter,1,No,Metropolitian,19,night,15,23,10,23,25,14.7
39,5,11.001753,76.986241,11.091753,77.076241,Stormy,Low,1,Snack,motorcycle,1,No,Metropolitian,27,night,15,22,25,22,40,21.1
35,4.9,19.120083,72.907385,19.250083,73.037385,Windy,Medium,0,Snack,motorcycle,2,No,Metropolitian,43,evening,15,18,10,18,25,27.9
32,4,26.911378,75.789034,27.051378,75.929034,Stormy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,51,evening,5,19,45,19,50,28.4
23,4.9,17.426228,78.407495,17.466228,78.447495,Sandstorms,High,2,Buffet,scooter,1,No,Urban,13,afternoon,5,12,35,12,40,11.9
23,4.9,11.003681,76.975525,11.083681,77.055525,Sandstorms,Jam,2,Buffet,motorcycle,1,No,Metropolitian,19,evening,5,19,40,19,45,16.7
22,4.8,22.533662,88.366217,22.593662,88.426217,Sandstorms,Jam,0,Meal,motorcycle,1,No,Metropolitian,26,evening,15,19,25,19,40,13.4
30,4.7,22.728163,75.884212,22.738163,75.894212,Stormy,Low,2,Snack,electric_scooter,1,No,Metropolitian,28,morning,5,10,10,10,15,2.8
24,4.5,11.000762,76.981876,11.080762,77.061876,Fog,Jam,0,Snack,motorcycle,3,Yes,Metropolitian,49,night,5,21,20,21,25,16.7
38,4,26.849596,75.800512,26.929596,75.880512,Cloudy,Jam,2,Meal,scooter,1,No,Metropolitian,44,evening,10,20,40,20,50,21.9
27,4.6,13.064181,80.236442,13.094181,80.266442,Fog,Low,0,Snack,motorcycle,1,No,Metropolitian,19,night,10,23,40,23,50,7.7
22,4.7,30.885814,75.786976,30.935814,75.836976,Windy,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,19,night,10,21,30,21,40,12.1
20,4.6,17.438263,78.397865,17.528263,78.487865,Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,38,evening,10,20,25,20,35,22.2
30,4.9,27.195928,77.998092,27.325928,78.128092,Sandstorms,Jam,2,Buffet,motorcycle,1,No,Metropolitian,27,evening,5,19,40,19,45,31.9
23,4.1,22.745049,75.892471,22.765049,75.912471,Windy,Low,0,Drinks,motorcycle,0,No,Metropolitian,23,morning,15,10,20,10,35,4.4
38,4.2,26.483672,80.320708,26.523672,80.360708,Windy,Medium,1,Meal,motorcycle,1,No,Urban,31,afternoon,15,15,35,15,50,9.8
30,4.7,19.091458,72.827808,19.161458,72.897808,Windy,Medium,1,Meal,scooter,1,No,Metropolitian,30,evening,10,17,25,17,35,19.9
27,4.6,26.902328,75.794257,26.942328,75.834257,Sandstorms,High,0,Drinks,motorcycle,1,No,Metropolitian,15,afternoon,10,12,40,12,50,8.3
39,4,18.563934,73.915367,18.673935,74.025367,Cloudy,Jam,1,Buffet,motorcycle,3,No,Metropolitian,43,evening,15,19,55,20,10,27
24,4.1,23.351489,85.324253,23.371489,85.344253,Sandstorms,Low,0,Buffet,motorcycle,1,No,Metropolitian,26,morning,10,9,40,9,50,4.5
27,4.6,26.849596,75.800512,26.879596,75.830512,Stormy,Low,2,Drinks,scooter,1,No,Metropolitian,17,night,15,23,35,23,50,7
37,4.8,26.911378,75.789034,26.951378,75.829034,Windy,Medium,1,Drinks,scooter,0,No,Metropolitian,32,afternoon,5,16,15,16,20,17.2
22,3.1,12.934365,77.616155,13.064365,77.746155,Sunny,Low,1,Meal,scooter,1,No,Metropolitian,40,night,10,22,20,22,30,31.9
39,4,26.956431,75.776649,26.976431,75.796649,Stormy,High,2,Buffet,scooter,0,No,Metropolitian,34,morning,15,11,20,11,35,4.9
31,4.5,19.221315,72.862381,19.301315,72.942381,Cloudy,Medium,0,Drinks,motorcycle,1,Yes,Metropolitian,49,evening,15,17,50,18,5,33.5
27,4.4,26.921411,75.793604,27.061411,75.933604,Cloudy,Medium,1,Snack,scooter,1,No,Metropolitian,32,evening,10,17,35,17,45,28.4
39,4.1,13.066762,80.251865,13.126762,80.311865,Windy,Medium,2,Buffet,scooter,1,No,Metropolitian,31,evening,10,17,30,17,40,15.2
34,3.5,18.592718,73.773572,18.672718,73.853572,Stormy,Medium,2,Buffet,scooter,2,No,Metropolitian,37,evening,10,17,25,17,35,17.9
32,4.9,18.543626,73.905101,18.623626,73.985101,Sunny,Jam,0,Buffet,motorcycle,1,No,Metropolitian,25,evening,15,20,30,20,45,19.5
27,4.9,22.761226,75.887522,22.821226,75.947522,Windy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,19,evening,5,18,10,18,15,15.2
22,4.7,18.636215,73.751081,18.716215,73.831081,Stormy,Medium,1,Drinks,scooter,1,No,Urban,28,evening,15,17,55,18,10,24
26,4.5,17.410371,78.437225,17.480371,78.507225,Sandstorms,Jam,1,Buffet,scooter,1,No,Metropolitian,26,evening,5,19,10,19,15,15.8
26,5,18.530963,73.828972,18.660963,73.958972,Stormy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,21,evening,5,17,45,17,50,29.2
34,5,15.498603,73.826911,15.558603,73.886911,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,31,evening,15,18,35,18,50,24.6
22,4.5,27.195928,77.998092,27.305928,78.108092,Sandstorms,Medium,2,Meal,scooter,1,No,Metropolitian,15,evening,10,18,15,18,25,25.9
30,4.7,12.323194,76.630583,12.413194,76.720583,Sunny,Medium,2,Meal,scooter,1,No,Metropolitian,18,evening,15,18,50,19,5,19.9
27,5,21.173493,72.801953,21.213493,72.841953,Cloudy,High,1,Buffet,motorcycle,1,No,Metropolitian,33,afternoon,15,14,30,14,45,9.3
33,5,13.086438,80.220672,13.156439,80.290672,Stormy,Jam,1,Meal,motorcycle,0,No,Urban,28,night,15,21,50,22,5,23.8
31,4.1,21.149569,72.772697,21.259569,72.882697,Fog,Medium,1,Drinks,scooter,0,No,Metropolitian,37,evening,15,17,10,17,25,21.9
22,4.9,23.359407,85.325055,23.419407,85.385055,Windy,Medium,2,Snack,scooter,1,No,Metropolitian,24,evening,10,17,25,17,35,11.6
32,4.6,22.310329,73.169083,22.360329,73.219083,Sunny,Medium,0,Buffet,motorcycle,1,No,Metropolitian,29,evening,5,18,35,18,40,15.4
24,4.9,10.994136,76.963303,11.124136,77.093303,Windy,Jam,2,Snack,scooter,1,No,Metropolitian,20,night,5,21,45,21,50,27.7
27,4.9,23.359033,85.325347,23.449033,85.415347,Fog,Low,0,Drinks,motorcycle,0,No,Metropolitian,22,night,10,23,10,23,20,16.7
22,4.5,23.355164,85.324097,23.425164,85.394097,Sandstorms,Jam,2,Drinks,scooter,1,No,Metropolitian,19,night,15,21,35,21,50,16.3
26,4.8,18.636215,73.751081,18.676215,73.791081,Windy,Medium,0,Meal,motorcycle,0,No,Metropolitian,16,afternoon,15,15,30,15,45,11.7
38,4.9,18.593481,73.785901,18.643481,73.835901,Cloudy,Medium,1,Buffet,motorcycle,1,No,Urban,18,evening,10,17,45,17,55,12
24,4.7,22.751857,75.866699,22.811857,75.926699,Windy,Low,1,Buffet,motorcycle,0,No,Urban,16,night,15,23,35,23,50,11.7
31,4.7,15.574828,73.766883,15.614828,73.806883,Sandstorms,High,0,Drinks,motorcycle,1,No,Metropolitian,35,afternoon,15,14,10,14,25,12
22,4.2,22.751857,75.866699,22.771857,75.886699,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,22,morning,10,10,30,10,40,4.1
33,4.9,11.025083,77.015393,11.075083,77.065393,Fog,Low,1,Snack,motorcycle,1,No,Metropolitian,18,night,5,22,45,22,50,12.2
21,4.4,23.374878,85.335739,23.424878,85.385739,Stormy,Low,0,Meal,motorcycle,0,No,Metropolitian,19,night,5,23,20,23,25,10.4
20,4.3,17.430448,78.418213,17.520448,78.508213,Cloudy,Jam,1,Drinks,scooter,1,No,Metropolitian,35,night,15,21,30,21,45,22.9
30,4.7,30.885915,75.788259,30.905915,75.808259,Windy,High,1,Meal,motorcycle,1,No,Metropolitian,27,morning,15,11,15,11,30,5.8
38,4.4,21.149834,72.778666,21.279834,72.908666,Cloudy,Jam,2,Drinks,electric_scooter,1,No,Urban,41,evening,5,19,50,19,55,25.4
35,4.9,25.459775,81.834841,25.569775,81.944841,Cloudy,Medium,1,Buffet,motorcycle,1,No,Urban,42,evening,15,17,55,18,10,33.3
24,4.7,12.323194,76.630583,12.353194,76.660583,Cloudy,Medium,2,Meal,electric_scooter,1,No,Urban,16,evening,10,18,25,18,35,8.4
26,4.6,22.745049,75.892471,22.765049,75.912471,Fog,Low,2,Buffet,electric_scooter,0,No,Metropolitian,14,morning,5,10,40,10,45,4.4
32,3.8,26.914142,75.805704,26.994142,75.885704,Cloudy,Low,1,Meal,scooter,2,No,Metropolitian,35,night,10,22,40,22,50,15.6
36,4.6,12.906229,77.596791,12.956229,77.646791,Windy,Medium,1,Meal,motorcycle,1,No,Metropolitian,29,evening,10,18,40,18,50,13.2
39,4.9,19.254567,72.848923,19.314567,72.908923,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,34,evening,5,18,15,18,20,13.5
25,4.6,23.355164,85.324097,23.415164,85.384097,Sunny,Low,0,Buffet,motorcycle,0,No,Metropolitian,16,night,10,23,15,23,25,11.3
28,4.5,18.592718,73.773572,18.602718,73.783572,Stormy,Low,1,Meal,scooter,1,No,Urban,16,morning,5,8,20,8,25,4.6
24,4.6,30.885814,75.786976,30.905814,75.806976,Stormy,Low,1,Buffet,motorcycle,1,No,Urban,11,morning,15,10,20,10,35,5.7
25,4.8,17.455894,78.375467,17.515894,78.435467,Stormy,Medium,2,Buffet,scooter,1,No,Urban,25,evening,15,18,15,18,30,16.5
20,4.3,23.355164,85.324097,23.365164,85.334097,Stormy,Low,0,Snack,motorcycle,1,No,Urban,21,morning,10,10,15,10,25,3.2
36,4.8,18.536718,73.830327,18.596719,73.890327,Fog,Medium,0,Snack,motorcycle,1,No,Metropolitian,29,evening,10,18,55,19,5,14
21,4.6,17.430448,78.418213,17.500448,78.488213,Cloudy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,43,evening,15,20,20,20,35,20.2
38,4.9,22.514688,88.393294,22.534688,88.413294,Sunny,High,2,Drinks,motorcycle,0,No,Metropolitian,17,morning,10,11,40,11,50,7.7
35,4.6,12.972161,77.596014,13.002161,77.626014,Fog,Medium,0,Buffet,motorcycle,1,No,Metropolitian,32,evening,5,17,15,17,20,6.6
39,4.6,18.927584,72.832585,19.017584,72.922585,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,26,night,10,22,40,22,50,25.7
25,4.7,13.005801,80.250744,13.085801,80.330744,Windy,Medium,2,Meal,motorcycle,1,No,Metropolitian,15,evening,5,17,35,17,40,23.3
22,4.4,18.994237,72.825553,19.004237,72.835553,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,16,morning,10,9,55,10,5,4.1
25,4.2,11.024839,77.007003,11.064839,77.047003,Sunny,High,0,Drinks,motorcycle,3,No,Metropolitian,43,afternoon,5,12,40,12,45,7.5
36,4.9,23.353783,85.326967,23.363783,85.336967,Sunny,High,1,Buffet,scooter,1,No,Urban,21,morning,10,11,45,11,55,2.4
27,4.8,23.416792,85.316842,23.496792,85.396842,Fog,Jam,0,Snack,motorcycle,1,No,Metropolitian,41,evening,10,20,40,20,50,18.8
34,4.8,19.876106,75.340775,19.926106,75.390775,Sandstorms,Jam,2,Snack,electric_scooter,1,No,Metropolitian,25,night,10,21,40,21,50,11.8
34,4.7,12.310972,76.659264,12.420972,76.769264,Fog,Jam,1,Drinks,scooter,2,No,Metropolitian,36,evening,15,19,20,19,35,29.9
29,4.5,21.157735,72.768778,21.187735,72.798778,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,19,night,5,22,25,22,30,8.3
37,4.5,11.008638,76.984311,11.138638,77.114311,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,28,evening,5,17,25,17,30,30.6
27,4.8,21.149669,72.772629,21.179669,72.802629,Sandstorms,Jam,1,Meal,motorcycle,0,No,Metropolitian,29,evening,5,19,45,19,50,6.7
39,4.8,12.326356,76.619103,12.386356,76.679103,Windy,Low,1,Snack,scooter,1,No,Metropolitian,23,night,5,23,30,23,35,16.6
27,4.9,17.483216,78.552111,17.523216,78.592111,Stormy,High,1,Drinks,motorcycle,0,No,Metropolitian,13,afternoon,5,13,45,13,50,10.4
24,4.8,22.751857,75.866699,22.821857,75.936699,Stormy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,28,evening,5,19,15,19,20,15.3
38,4.6,18.516216,73.842527,18.576216,73.902527,Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,27,evening,15,17,35,17,50,12.6
36,4.1,18.563934,73.915367,18.643935,73.995367,Stormy,Jam,0,Buffet,motorcycle,3,No,Metropolitian,51,night,5,21,50,21,55,20.8
26,4.6,18.543626,73.905101,18.613626,73.975101,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,16,evening,15,18,20,18,35,17.3
36,4.8,30.899992,75.831338,30.949992,75.881338,Sunny,Jam,0,Snack,motorcycle,0,No,Metropolitian,28,evening,5,20,40,20,45,11.3
29,4.6,18.543626,73.905101,18.603626,73.965101,Windy,Jam,1,Snack,motorcycle,1,No,Metropolitian,20,evening,15,20,35,20,50,17.4
24,4.8,30.905562,75.832841,30.985562,75.912841,Stormy,Medium,2,Buffet,scooter,0,No,Metropolitian,15,evening,15,17,10,17,25,18
24,4.5,26.914142,75.805704,26.994142,75.885704,Stormy,Low,2,Meal,electric_scooter,0,No,Metropolitian,13,night,15,22,35,22,50,15.6
23,5,21.186884,72.793616,21.256884,72.863616,Sunny,Medium,0,Buffet,motorcycle,0,No,Metropolitian,20,evening,15,17,50,18,5,14.6
33,4.9,30.327968,78.046106,30.377968,78.096106,Windy,Jam,1,Drinks,scooter,0,No,Metropolitian,32,night,5,21,45,21,50,9.2
20,4.7,22.760072,75.892574,22.770072,75.902574,Cloudy,High,0,Meal,motorcycle,0,No,Metropolitian,27,morning,15,11,10,11,25,2.8
35,5,17.455894,78.375467,17.475894,78.395467,Cloudy,Low,1,Buffet,scooter,1,No,Metropolitian,17,morning,15,10,25,10,40,8.5
38,4.8,26.474986,80.342796,26.534986,80.402796,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,37,evening,5,19,15,19,20,13.6
21,5,12.933284,77.615428,12.983284,77.665428,Sunny,Medium,2,Snack,motorcycle,0,No,Urban,11,evening,15,17,10,17,25,12.8
36,4.8,22.760072,75.892574,22.790072,75.922574,Fog,Medium,2,Meal,scooter,0,No,Metropolitian,16,evening,15,17,35,17,50,6.9
37,4.8,12.323225,76.630028,12.363225,76.670028,Fog,High,1,Drinks,scooter,0,No,Metropolitian,28,afternoon,10,13,55,14,5,10
33,4.9,12.986047,80.218114,13.076047,80.308114,Sunny,Low,1,Meal,scooter,0,No,Metropolitian,26,night,10,22,15,22,25,28.5
20,5,18.536562,73.896485,18.556562,73.916485,Cloudy,High,2,Snack,scooter,1,No,Metropolitian,31,morning,15,11,10,11,25,6.3
39,4.7,10.994136,76.963303,11.054136,77.023303,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,20,night,5,21,15,21,20,13.5
28,4.5,13.081878,80.248519,13.141878,80.308519,Cloudy,Jam,2,Buffet,motorcycle,0,No,Metropolitian,23,evening,10,20,45,20,55,15.8
29,4.5,19.176269,72.836721,19.196269,72.856721,Stormy,Low,2,Meal,electric_scooter,1,No,Metropolitian,16,morning,10,10,35,10,45,5.2
37,4.2,12.337978,76.616792,12.367978,76.646792,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,23,night,10,22,40,22,50,10
29,5,17.422819,78.449578,17.432819,78.459578,Sandstorms,Low,2,Snack,motorcycle,0,No,Metropolitian,14,morning,15,10,35,10,50,3.8
32,4.6,22.725748,75.898497,22.835748,76.008497,Sunny,Medium,1,Snack,motorcycle,1,No,Urban,24,evening,15,18,55,19,10,23.4
31,4,12.323194,76.630583,12.373194,76.680583,Sandstorms,Jam,0,Meal,motorcycle,1,No,Urban,34,night,5,21,45,21,50,11.4
33,4.7,12.323978,76.627961,12.383978,76.687961,Cloudy,Low,1,Meal,motorcycle,0,No,Metropolitian,19,night,5,23,20,23,25,16.1
38,4.4,17.410371,78.437225,17.480371,78.507225,Cloudy,Low,0,Buffet,motorcycle,3,No,Metropolitian,44,night,5,23,15,23,20,15.7
33,4.6,12.326356,76.619103,12.436356,76.729103,Cloudy,Jam,1,Snack,scooter,1,No,Urban,38,evening,5,19,20,19,25,41.3
31,4.9,22.311358,73.164798,22.331358,73.184798,Fog,Low,0,Drinks,motorcycle,0,No,Metropolitian,24,morning,10,10,15,10,25,3.7
35,4.7,23.357804,85.325146,23.417804,85.385146,Fog,Medium,0,Snack,motorcycle,2,No,Urban,33,evening,5,18,25,18,30,11.8
24,4.9,22.551084,88.354127,22.611084,88.414127,Windy,Jam,2,Buffet,scooter,0,No,Metropolitian,28,evening,15,19,35,19,50,12.5
28,4.5,26.849596,75.800512,26.939596,75.890512,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Metropolitian,25,evening,15,19,10,19,25,19.6
31,3.5,17.483216,78.552111,17.613216,78.682111,Fog,Low,2,Snack,scooter,1,No,Urban,31,night,15,23,35,23,50,32.1
33,4.7,12.323978,76.627961,12.393978,76.697961,Sunny,Jam,2,Snack,scooter,0,No,Urban,20,evening,15,19,35,19,50,17.3
34,4.5,11.022298,76.998349,11.032298,77.008349,Windy,Low,1,Meal,scooter,1,No,Metropolitian,22,morning,15,10,40,10,55,3
35,4.7,18.927584,72.832585,19.057584,72.962585,Sunny,Medium,2,Buffet,scooter,0,No,Metropolitian,24,evening,5,17,10,17,15,27.2
21,4.3,26.463504,80.372929,26.503504,80.412929,Fog,High,2,Meal,motorcycle,0,No,Metropolitian,33,afternoon,5,12,45,12,50,7.7
33,4.7,26.956431,75.776649,27.026431,75.846649,Sunny,Medium,2,Buffet,scooter,1,No,Urban,21,evening,10,17,40,17,50,22.4
24,4.8,26.766536,75.837333,26.776536,75.847333,Windy,Low,1,Snack,scooter,0,No,Metropolitian,14,morning,15,9,35,9,50,3.5
33,4.6,18.516216,73.842527,18.536216,73.862527,Fog,Low,1,Snack,scooter,1,No,Urban,18,morning,15,9,15,9,30,5.4
31,4.8,22.533662,88.366217,22.603662,88.436217,Windy,Low,0,Drinks,motorcycle,1,No,Urban,26,night,10,22,45,22,55,16.5
