,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Time_Orderd_hour,Time_Orderd_minute,Time_Order_picked_hour,Time_Order_picked_minute,onground_dist,Time_of_day
223,24.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,42,22,35,22,10,30.1,Evening
224,33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,17,20,22,10,20.4,Afternoon
225,26.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,18,35,22,10,6.1,Afternoon
226,37.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,48,19,10,22,10,29.2,Evening
227,31.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,23,10,22,10,1.6,Evening
228,37.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,26,17,45,22,10,20.6,Afternoon
229,26.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,16,21,55,22,10,15.3,Evening
230,21.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,22,25,22,10,22.8,Evening
231,22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,9,45,22,10,35.7,Morning
232,38.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20,10,20,22,10,17.3,Morning
233,28.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,32,13,30,22,10,10.4,Afternoon
234,31.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,12,15,22,10,24.9,Morning
235,24.0,4.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,8,45,22,10,10.0,Morning
236,26.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,19,35,22,10,,Evening
237,20.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,19,10,22,10,7.9,Evening
238,29.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Urban,12,22,50,22,10,2.4,Evening
239,32.0,4.0,Windy,Medium,0,Buffet,motorcycle,3.0,Yes,Urban,49,18,45,22,10,20.4,Afternoon
240,20.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,17,25,22,10,17.7,Afternoon
241,34.0,4.6,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,27,13,50,22,10,29.2,Afternoon
242,29.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20,55,22,10,5.2,Evening
243,24.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24,19,20,22,10,12.6,Evening
244,33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,9,25,22,10,12.0,Morning
245,35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,21,30,22,10,14.6,Evening
246,29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,23,45,22,10,17.2,Evening
247,21.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,23,30,22,10,9.2,Evening
248,29.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,29,21,45,22,10,24.2,Evening
249,22.0,4.7,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,20,15,22,10,24.8,Evening
250,23.0,4.9,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,22,11,35,22,10,21.9,Morning
251,33.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,43,18,20,22,10,11.2,Afternoon
252,35.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,18,15,22,10,6.9,Afternoon
253,21.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27,17,15,22,10,31.3,Afternoon
254,39.0,4.4,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35,22,15,22,10,7.9,Evening
255,34.0,4.8,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27,22,45,22,10,10.1,Evening
256,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,12,10,22,10,19.0,Morning
257,20.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,8,45,22,10,26.2,Morning
258,26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,17,25,22,10,21.7,Afternoon
259,39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,32,18,35,22,10,21.7,Afternoon
260,39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,23,10,22,10,30.9,Evening
261,33.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,16,18,35,22,10,25.7,Afternoon
262,33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,21,15,22,10,10.0,Evening
263,37.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,40,17,20,22,10,25.5,Afternoon
264,20.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,8,20,22,10,4.4,Morning
265,27.0,4.6,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,11,30,22,10,39.5,Morning
266,37.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,15,17,25,22,10,23.4,Afternoon
267,25.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,11,22,40,22,10,3.4,Evening
268,37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,22,22,40,22,10,,Evening
269,28.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,21,15,22,10,,Evening
270,20.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,23,35,22,10,16.5,Evening
271,34.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,8,45,22,10,13.8,Morning
272,25.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,18,25,22,10,22.0,Afternoon
273,38.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,21,20,22,10,20.2,Evening
274,34.0,3.5,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,32,17,35,22,10,,Afternoon
275,24.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22,19,30,22,10,,Evening
276,33.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,50,21,15,22,10,21.0,Evening
277,25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,17,40,22,10,11.4,Afternoon
278,23.0,4.9,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19,14,40,22,10,22.1,Afternoon
279,34.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,22,40,22,10,30.1,Evening
280,25.0,4.7,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,18,50,22,10,,Afternoon
281,28.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,22,15,22,10,10.1,Evening
282,34.0,3.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,21,30,22,10,20.0,Evening
283,24.0,4.5,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,23,30,22,10,19.1,Evening
284,32.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,17,17,30,22,10,7.1,Afternoon
285,33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,23,15,22,10,20.2,Evening
286,24.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,23,20,22,10,6.7,Evening
287,36.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,19,35,22,10,36.1,Evening
288,22.0,4.7,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,44,17,45,22,10,19.6,Afternoon
289,33.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,8,30,22,10,22.3,Morning
290,27.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,10,20,22,10,41.0,Morning
291,30.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,46,19,50,22,10,6.5,Evening
292,20.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,17,17,25,22,10,5.4,Afternoon
293,31.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20,25,22,10,20.4,Evening
294,39.0,4.9,Windy,Jam,0,Snack,motorcycle,2.0,No,Urban,43,21,15,22,10,15.8,Evening
295,32.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,22,50,22,10,6.9,Evening
296,30.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,40,20,25,22,10,17.8,Evening
297,26.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Urban,16,8,20,22,10,19.3,Morning
298,21.0,4.9,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,13,11,25,22,10,21.8,Morning
299,23.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,18,30,22,10,9.0,Afternoon
300,22.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,24,11,10,22,10,,Morning
301,39.0,4.5,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,16,18,25,22,10,3.5,Afternoon
302,32.0,4.1,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20,40,22,10,5.1,Evening
303,30.0,5.0,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,28,14,50,22,10,18.5,Afternoon
304,26.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,22,20,22,10,19.5,Evening
305,30.0,4.6,Windy,High,2,Snack,motorcycle,1.0,No,Urban,30,14,25,22,10,,Afternoon
306,31.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,9,30,22,10,13.7,Morning
307,33.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28,23,35,22,10,18.5,Evening
308,39.0,3.5,Cloudy,Low,2,Meal,motorcycle,0.0,No,Urban,32,22,15,22,10,6.7,Evening
309,31.0,4.0,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,42,21,25,22,10,2.6,Evening
310,27.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,25,21,25,22,10,10.8,Evening
311,35.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,22,45,22,10,28.5,Evening
312,37.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,16,22,25,22,10,22.7,Evening
313,34.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,20,20,22,10,17.1,Evening
314,29.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,18,20,22,10,,Afternoon
315,34.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,23,15,22,10,8.1,Evening
316,21.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,11,19,10,22,10,23.5,Evening
317,20.0,4.7,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,12,22,35,22,10,30.5,Evening
318,24.0,4.1,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,39,20,35,22,10,37.5,Evening
319,25.0,4.5,Windy,High,1,Snack,scooter,1.0,No,Urban,16,14,25,22,10,5.3,Afternoon
320,22.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,17,22,30,22,10,22.3,Evening
321,38.0,4.7,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,24,18,30,22,10,16.3,Afternoon
322,29.0,4.3,Cloudy,High,1,Meal,scooter,1.0,No,Urban,33,12,25,22,10,,Morning
323,24.0,4.8,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,29,18,55,22,10,3.8,Afternoon
324,36.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,42,17,40,22,10,6.0,Afternoon
325,31.0,4.7,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,22,30,22,10,11.8,Evening
326,20.0,4.8,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,20,20,22,10,25.8,Evening
327,25.0,4.6,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,16,18,20,22,10,23.3,Afternoon
328,21.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,35,18,50,22,10,13.0,Afternoon
329,32.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,16,10,22,10,22.9,Afternoon
330,36.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20,30,22,10,9.3,Evening
331,38.0,4.8,Cloudy,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,49,20,25,22,10,15.2,Evening
332,34.0,4.3,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,18,15,22,10,4.9,Afternoon
333,32.0,3.6,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,39,20,25,22,10,9.9,Evening
334,22.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,11,19,25,22,10,1.8,Evening
335,34.0,3.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,22,20,22,10,3.0,Evening
336,39.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,21,35,22,10,12.4,Evening
337,21.0,5.0,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,25,23,10,22,10,22.6,Evening
338,28.0,4.9,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,15,18,40,22,10,8.6,Afternoon
339,21.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,29,19,35,22,10,32.2,Evening
340,30.0,4.6,Fog,High,2,Snack,electric_scooter,1.0,No,Urban,30,11,50,22,10,10.2,Morning
341,36.0,5.0,Fog,Low,2,Drinks,scooter,1.0,No,Urban,16,22,45,22,10,21.4,Evening
342,25.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,24,8,20,22,10,24.0,Morning
343,38.0,4.3,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,31,19,25,22,10,4.5,Evening
344,24.0,5.0,Sunny,High,2,Drinks,scooter,0.0,No,Urban,12,13,40,22,10,,Afternoon
345,31.0,4.7,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,29,18,40,22,10,15.4,Afternoon
346,23.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,11,10,35,22,10,15.1,Morning
347,25.0,4.7,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,23,17,50,22,10,14.7,Afternoon
348,38.0,4.5,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,24,8,15,22,10,22.8,Morning
349,32.0,4.8,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Urban,26,17,10,22,10,9.7,Afternoon
350,35.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46,17,20,22,10,,Afternoon
351,22.0,3.5,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,33,23,40,22,10,11.4,Evening
352,28.0,4.9,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,24,17,20,22,10,10.7,Afternoon
353,35.0,3.6,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,34,22,20,22,10,22.9,Evening
354,26.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,10,22,10,22,10,2.9,Evening
355,36.0,4.4,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,31,17,55,22,10,9.1,Afternoon
356,26.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,19,30,22,10,16.9,Evening
357,25.0,4.3,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,37,18,30,22,10,21.4,Afternoon
358,39.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,17,25,22,10,5.1,Afternoon
359,34.0,4.5,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,28,20,40,22,10,22.9,Evening
360,36.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,20,23,10,22,10,20.6,Evening
361,30.0,4.4,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,35,22,10,22,10,11.9,Evening
362,21.0,4.8,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,13,22,35,22,10,22.0,Evening
363,24.0,4.2,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,35,18,30,22,10,19.3,Afternoon
364,28.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,19,25,22,10,23.5,Evening
365,35.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,29,17,10,22,10,15.4,Afternoon
366,25.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,23,15,22,10,10.1,Evening
367,28.0,4.7,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,25,23,35,22,10,6.7,Evening
368,28.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,16,18,50,22,10,19.2,Afternoon
369,20.0,3.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,20,40,22,10,,Evening
370,35.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,43,20,25,22,10,22.5,Evening
371,20.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,28,22,30,22,10,36.1,Evening
372,29.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,20,20,40,22,10,8.9,Evening
373,33.0,5.0,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,25,17,40,22,10,11.9,Afternoon
374,24.0,4.8,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,16,21,15,22,10,,Evening
375,25.0,4.8,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,22,17,20,22,10,,Afternoon
376,31.0,4.4,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,37,22,20,22,10,12.9,Evening
377,22.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Urban,15,21,30,22,10,15.2,Evening
378,34.0,3.8,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,39,22,15,22,10,8.6,Evening
379,20.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,28,22,40,22,10,6.7,Evening
380,20.0,3.5,Sunny,Jam,0,Buffet,motorcycle,3.0,Yes,Semi-Urban,50,21,55,22,10,21.0,Evening
381,30.0,4.2,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,49,19,20,22,10,,Evening
382,35.0,4.0,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,21,35,22,10,33.7,Evening
383,28.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,18,9,35,22,10,24.5,Morning
384,22.0,5.0,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,11,20,35,22,10,22.5,Evening
385,23.0,4.8,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Urban,33,20,35,22,10,25.0,Evening
386,22.0,4.9,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,16,8,35,22,10,29.1,Morning
387,30.0,4.7,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,11,15,22,10,30.6,Morning
388,20.0,4.8,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,14,16,15,22,10,20.1,Afternoon
389,20.0,5.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,20,35,22,10,27.3,Evening
390,27.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,11,8,20,22,10,7.9,Morning
391,35.0,4.8,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,9,15,22,10,,Morning
392,24.0,4.8,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,19,55,22,10,6.0,Evening
393,25.0,4.9,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,17,18,15,22,10,3.2,Afternoon
394,28.0,4.8,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,14,16,35,22,10,2.5,Afternoon
395,31.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,23,40,22,10,10.8,Evening
396,31.0,4.8,Windy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,21,17,10,22,10,,Afternoon
397,39.0,4.6,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,18,25,22,10,8.5,Afternoon
398,26.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,21,18,35,22,10,5.7,Afternoon
399,35.0,4.4,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Urban,32,18,30,22,10,,Afternoon
400,25.0,4.9,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Urban,27,17,45,22,10,22.2,Afternoon
401,20.0,4.5,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,21,13,20,22,10,25.4,Afternoon
402,30.0,4.8,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,10,20,22,10,12.4,Morning
403,23.0,5.0,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,34,17,20,22,10,26.3,Afternoon
404,36.0,4.5,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,22,10,22,10,18.3,Evening
405,28.0,4.9,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,13,17,45,22,10,21.3,Afternoon
406,38.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,31,18,40,22,10,15.7,Afternoon
407,35.0,4.8,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,42,19,55,22,10,22.0,Evening
408,33.0,4.8,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,21,22,20,22,10,9.7,Evening
409,27.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,15,50,22,10,4.1,Afternoon
410,23.0,5.0,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,27,21,55,22,10,20.2,Evening
411,38.0,4.8,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,23,10,22,10,26.4,Evening
412,38.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20,25,22,10,2.0,Evening
413,31.0,4.4,Stormy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,53,19,35,22,10,2.2,Evening
414,23.0,4.9,Cloudy,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,36,18,25,22,10,12.4,Afternoon
415,25.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,22,10,22,10,17.3,Evening
416,36.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,30,21,10,22,10,,Evening
417,35.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,10,15,22,10,7.8,Morning
418,31.0,4.8,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,26,14,40,22,10,14.3,Afternoon
419,30.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,19,23,15,22,10,20.8,Evening
420,39.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,10,50,22,10,27.2,Morning
421,34.0,4.3,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,17,25,22,10,24.9,Afternoon
422,36.0,4.8,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,29,8,50,22,10,11.9,Morning
423,30.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,24,19,45,22,10,26.9,Evening
424,24.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,10,23,30,22,10,3.1,Evening
425,37.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,8,25,22,10,3.3,Morning
426,30.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,23,25,22,10,18.0,Evening
427,25.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22,22,30,22,10,28.4,Evening
428,30.0,5.0,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,25,8,20,22,10,7.0,Morning
429,37.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,8,35,22,10,20.9,Morning
430,39.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,9,45,22,10,12.6,Morning
431,21.0,4.9,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,19,18,50,22,10,7.7,Afternoon
432,38.0,4.9,Sandstorms,High,2,Snack,scooter,0.0,No,Metropolitian,25,14,30,22,10,6.5,Afternoon
433,35.0,4.9,Fog,Medium,0,Meal,motorcycle,2.0,No,Urban,36,17,30,22,10,,Afternoon
434,25.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,15,45,22,10,16.9,Afternoon
435,38.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,17,10,22,10,69.7,Afternoon
436,39.0,4.9,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,30,19,15,22,10,8.9,Evening
437,21.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,15,17,55,22,10,23.0,Afternoon
438,20.0,4.5,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,51,13,20,22,10,,Afternoon
439,26.0,4.6,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,22,11,30,22,10,21.8,Morning
440,32.0,5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,25,21,10,22,10,4.8,Evening
441,23.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,10,9,40,22,10,8.8,Morning
442,26.0,4.9,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,19,20,22,10,31.5,Evening
443,37.0,4.7,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,25,18,20,22,10,15.4,Afternoon
444,28.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,18,30,22,10,6.2,Afternoon
445,33.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,25,20,20,22,10,52.4,Evening
446,32.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,23,35,22,10,23.7,Evening
447,36.0,4.9,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,22,35,22,10,7.7,Evening
448,31.0,4.8,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,10,40,22,10,,Morning
