,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Time_Orderd_hour,Time_Orderd_minute,Time_Order_picked_hour,Time_Order_picked_minute,onground_dist
241,34.0,4.6,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,27,13,50,22,10,29.2
242,29.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20,55,22,10,5.2
243,24.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24,19,20,22,10,12.6
244,33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,9,25,22,10,12.0
245,35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,21,30,22,10,14.6
246,29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,23,45,22,10,17.2
247,21.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,23,30,22,10,9.2
248,29.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,29,21,45,22,10,24.2
249,22.0,4.7,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,20,15,22,10,24.8
250,23.0,4.9,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,22,11,35,22,10,21.9
251,33.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,43,18,20,22,10,11.2
252,35.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,18,15,22,10,6.9
253,21.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27,17,15,22,10,31.3
254,39.0,4.4,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35,22,15,22,10,7.9
255,34.0,4.8,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27,22,45,22,10,10.1
256,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,12,10,22,10,19.0
257,20.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,8,45,22,10,26.2
258,26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,17,25,22,10,21.7
259,39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,32,18,35,22,10,21.7
260,39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,23,10,22,10,30.9
261,33.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,16,18,35,22,10,25.7
262,33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,21,15,22,10,10.0
263,37.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,40,17,20,22,10,25.5
264,20.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,8,20,22,10,4.4
265,27.0,4.6,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,11,30,22,10,39.5
266,37.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,15,17,25,22,10,23.4
267,25.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,11,22,40,22,10,3.4
268,37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,22,22,40,22,10,
269,28.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,21,15,22,10,
270,20.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,23,35,22,10,16.5
271,34.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,8,45,22,10,13.8
272,25.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,18,25,22,10,22.0
273,38.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,21,20,22,10,20.2
274,34.0,3.5,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,32,17,35,22,10,
275,24.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22,19,30,22,10,
276,33.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,50,21,15,22,10,21.0
277,25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,17,40,22,10,11.4
278,23.0,4.9,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19,14,40,22,10,22.1
279,34.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,22,40,22,10,30.1
280,25.0,4.7,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,18,50,22,10,
281,28.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,22,15,22,10,10.1
282,34.0,3.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,21,30,22,10,20.0
283,24.0,4.5,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,23,30,22,10,19.1
284,32.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,17,17,30,22,10,7.1
285,33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,23,15,22,10,20.2
286,24.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,23,20,22,10,6.7
287,36.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,19,35,22,10,36.1
288,22.0,4.7,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,44,17,45,22,10,19.6
289,33.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,8,30,22,10,22.3
290,27.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,10,20,22,10,41.0
291,30.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,46,19,50,22,10,6.5
292,20.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,17,17,25,22,10,5.4
293,31.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20,25,22,10,20.4
294,39.0,4.9,Windy,Jam,0,Snack,motorcycle,2.0,No,Urban,43,21,15,22,10,15.8
295,32.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,22,50,22,10,6.9
296,30.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,40,20,25,22,10,17.8
297,26.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Urban,16,8,20,22,10,19.3
298,21.0,4.9,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,13,11,25,22,10,21.8
299,23.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,18,30,22,10,9.0
300,22.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,24,11,10,22,10,
301,39.0,4.5,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,16,18,25,22,10,3.5
302,32.0,4.1,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20,40,22,10,5.1
303,30.0,5.0,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,28,14,50,22,10,18.5
304,26.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,22,20,22,10,19.5
305,30.0,4.6,Windy,High,2,Snack,motorcycle,1.0,No,Urban,30,14,25,22,10,
306,31.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,9,30,22,10,13.7
307,33.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28,23,35,22,10,18.5
308,39.0,3.5,Cloudy,Low,2,Meal,motorcycle,0.0,No,Urban,32,22,15,22,10,6.7
309,31.0,4.0,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,42,21,25,22,10,2.6
310,27.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,25,21,25,22,10,10.8
311,35.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,22,45,22,10,28.5
312,37.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,16,22,25,22,10,22.7
313,34.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,20,20,22,10,17.1
314,29.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,18,20,22,10,
315,34.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,23,15,22,10,8.1
316,21.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,11,19,10,22,10,23.5
317,20.0,4.7,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,12,22,35,22,10,30.5
318,24.0,4.1,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,39,20,35,22,10,37.5
319,25.0,4.5,Windy,High,1,Snack,scooter,1.0,No,Urban,16,14,25,22,10,5.3
320,22.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,17,22,30,22,10,22.3
321,38.0,4.7,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,24,18,30,22,10,16.3
322,29.0,4.3,Cloudy,High,1,Meal,scooter,1.0,No,Urban,33,12,25,22,10,
323,24.0,4.8,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,29,18,55,22,10,3.8
324,36.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,42,17,40,22,10,6.0
325,31.0,4.7,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,22,30,22,10,11.8
326,20.0,4.8,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,20,20,22,10,25.8
327,25.0,4.6,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,16,18,20,22,10,23.3
328,21.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,35,18,50,22,10,13.0
329,32.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,16,10,22,10,22.9
330,36.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20,30,22,10,9.3
331,38.0,4.8,Cloudy,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,49,20,25,22,10,15.2
332,34.0,4.3,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,18,15,22,10,4.9
333,32.0,3.6,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,39,20,25,22,10,9.9
334,22.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,11,19,25,22,10,1.8
335,34.0,3.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,22,20,22,10,3.0
336,39.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,21,35,22,10,12.4
337,21.0,5.0,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,25,23,10,22,10,22.6
338,28.0,4.9,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,15,18,40,22,10,8.6
339,21.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,29,19,35,22,10,32.2
340,30.0,4.6,Fog,High,2,Snack,electric_scooter,1.0,No,Urban,30,11,50,22,10,10.2
341,36.0,5.0,Fog,Low,2,Drinks,scooter,1.0,No,Urban,16,22,45,22,10,21.4
342,25.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,24,8,20,22,10,24.0
343,38.0,4.3,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,31,19,25,22,10,4.5
344,24.0,5.0,Sunny,High,2,Drinks,scooter,0.0,No,Urban,12,13,40,22,10,
345,31.0,4.7,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,29,18,40,22,10,15.4
346,23.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,11,10,35,22,10,15.1
347,25.0,4.7,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,23,17,50,22,10,14.7
348,38.0,4.5,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,24,8,15,22,10,22.8
349,32.0,4.8,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Urban,26,17,10,22,10,9.7
350,35.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46,17,20,22,10,
351,22.0,3.5,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,33,23,40,22,10,11.4
352,28.0,4.9,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,24,17,20,22,10,10.7
353,35.0,3.6,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,34,22,20,22,10,22.9
354,26.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,10,22,10,22,10,2.9
355,36.0,4.4,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,31,17,55,22,10,9.1
356,26.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,19,30,22,10,16.9
357,25.0,4.3,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,37,18,30,22,10,21.4
358,39.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,17,25,22,10,5.1
359,34.0,4.5,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,28,20,40,22,10,22.9
360,36.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,20,23,10,22,10,20.6
361,30.0,4.4,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,35,22,10,22,10,11.9
362,21.0,4.8,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,13,22,35,22,10,22.0
363,24.0,4.2,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,35,18,30,22,10,19.3
364,28.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,19,25,22,10,23.5
365,35.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,29,17,10,22,10,15.4
366,25.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,23,15,22,10,10.1
367,28.0,4.7,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,25,23,35,22,10,6.7
368,28.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,16,18,50,22,10,19.2
369,20.0,3.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,20,40,22,10,
370,35.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,43,20,25,22,10,22.5
371,20.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,28,22,30,22,10,36.1
372,29.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,20,20,40,22,10,8.9
373,33.0,5.0,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,25,17,40,22,10,11.9
374,24.0,4.8,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,16,21,15,22,10,
375,25.0,4.8,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,22,17,20,22,10,
376,31.0,4.4,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,37,22,20,22,10,12.9
377,22.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Urban,15,21,30,22,10,15.2
378,34.0,3.8,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,39,22,15,22,10,8.6
379,20.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,28,22,40,22,10,6.7
380,20.0,3.5,Sunny,Jam,0,Buffet,motorcycle,3.0,Yes,Semi-Urban,50,21,55,22,10,21.0
381,30.0,4.2,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,49,19,20,22,10,
382,35.0,4.0,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,21,35,22,10,33.7
383,28.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,18,9,35,22,10,24.5
384,22.0,5.0,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,11,20,35,22,10,22.5
385,23.0,4.8,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Urban,33,20,35,22,10,25.0
386,22.0,4.9,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,16,8,35,22,10,29.1
387,30.0,4.7,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,11,15,22,10,30.6
388,20.0,4.8,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,14,16,15,22,10,20.1
389,20.0,5.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,20,35,22,10,27.3
390,27.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,11,8,20,22,10,7.9
391,35.0,4.8,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,9,15,22,10,
392,24.0,4.8,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,19,55,22,10,6.0
393,25.0,4.9,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,17,18,15,22,10,3.2
394,28.0,4.8,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,14,16,35,22,10,2.5
395,31.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,23,40,22,10,10.8
396,31.0,4.8,Windy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,21,17,10,22,10,
397,39.0,4.6,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,18,25,22,10,8.5
398,26.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,21,18,35,22,10,5.7
399,35.0,4.4,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Urban,32,18,30,22,10,
400,25.0,4.9,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Urban,27,17,45,22,10,22.2
401,20.0,4.5,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,21,13,20,22,10,25.4
402,30.0,4.8,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,10,20,22,10,12.4
403,23.0,5.0,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,34,17,20,22,10,26.3
404,36.0,4.5,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,22,10,22,10,18.3
405,28.0,4.9,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,13,17,45,22,10,21.3
406,38.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,31,18,40,22,10,15.7
407,35.0,4.8,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,42,19,55,22,10,22.0
408,33.0,4.8,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,21,22,20,22,10,9.7
409,27.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,15,50,22,10,4.1
410,23.0,5.0,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,27,21,55,22,10,20.2
411,38.0,4.8,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,23,10,22,10,26.4
412,38.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20,25,22,10,2.0
413,31.0,4.4,Stormy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,53,19,35,22,10,2.2
414,23.0,4.9,Cloudy,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,36,18,25,22,10,12.4
415,25.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,22,10,22,10,17.3
416,36.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,30,21,10,22,10,
417,35.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,10,15,22,10,7.8
418,31.0,4.8,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,26,14,40,22,10,14.3
419,30.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,19,23,15,22,10,20.8
420,39.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,10,50,22,10,27.2
421,34.0,4.3,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,17,25,22,10,24.9
422,36.0,4.8,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,29,8,50,22,10,11.9
423,30.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,24,19,45,22,10,26.9
424,24.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,10,23,30,22,10,3.1
425,37.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,8,25,22,10,3.3
426,30.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,23,25,22,10,18.0
427,25.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22,22,30,22,10,28.4
428,30.0,5.0,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,25,8,20,22,10,7.0
429,37.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,8,35,22,10,20.9
430,39.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,9,45,22,10,12.6
431,21.0,4.9,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,19,18,50,22,10,7.7
432,38.0,4.9,Sandstorms,High,2,Snack,scooter,0.0,No,Metropolitian,25,14,30,22,10,6.5
433,35.0,4.9,Fog,Medium,0,Meal,motorcycle,2.0,No,Urban,36,17,30,22,10,
434,25.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,15,45,22,10,16.9
435,38.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,17,10,22,10,69.7
436,39.0,4.9,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,30,19,15,22,10,8.9
437,21.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,15,17,55,22,10,23.0
438,20.0,4.5,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,51,13,20,22,10,
439,26.0,4.6,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,22,11,30,22,10,21.8
440,32.0,5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,25,21,10,22,10,4.8
441,23.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,10,9,40,22,10,8.8
442,26.0,4.9,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,19,20,22,10,31.5
443,37.0,4.7,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,25,18,20,22,10,15.4
444,28.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,18,30,22,10,6.2
445,33.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,25,20,20,22,10,52.4
446,32.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,23,35,22,10,23.7
447,36.0,4.9,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,22,35,22,10,7.7
448,31.0,4.8,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,10,40,22,10,
449,21.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,18,25,22,10,17.6
450,36.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,22,20,22,10,6.0
451,34.0,4.5,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,26,20,40,22,10,15.4
452,39.0,4.7,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,19,19,55,22,10,14.8
453,33.0,4.7,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,10,9,15,22,10,13.6
454,27.0,4.5,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,20,11,15,22,10,11.0
455,37.0,4.8,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,21,35,22,10,15.2
456,21.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,15,22,50,22,10,13.6
457,28.0,4.3,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,10,35,22,10,6.6
458,26.0,3.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,46,20,35,22,10,30.9
459,39.0,4.7,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,18,16,45,22,10,
460,27.0,4.8,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,10,9,10,22,10,17.1
461,38.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,17,40,22,10,
462,25.0,5.0,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,35,19,35,22,10,11.0
463,31.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,17,16,55,22,10,21.9
464,22.0,4.6,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,9,20,22,10,29.3
465,27.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,22,20,22,10,2.5
466,29.0,4.5,Windy,Low,0,Buffet,motorcycle,0.0,No,Urban,17,23,35,22,10,21.0
467,27.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,18,23,30,22,10,11.8
468,35.0,5.0,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,43,11,15,22,10,15.6
469,34.0,4.5,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,17,55,22,10,20.7
470,28.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,27,18,55,22,10,16.7
471,25.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,8,20,22,10,4.4
472,36.0,4.7,Windy,High,2,Drinks,motorcycle,1.0,No,Urban,25,11,50,22,10,13.1
473,22.0,5.0,Sunny,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,34,21,10,22,10,9.7
474,39.0,4.9,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,29,21,30,22,10,11.8
475,34.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,21,25,22,10,19.9
476,33.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,9,30,22,10,28.8
477,31.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,26,18,45,22,10,23.3
478,29.0,4.7,Sandstorms,Medium,1,Meal,scooter,0.0,No,Metropolitian,23,18,55,22,10,33.4
479,32.0,3.8,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,31,19,35,22,10,14.5
480,29.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,33,21,20,22,10,12.8
481,39.0,4.7,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,8,25,22,10,41.0
482,20.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,16,11,35,22,10,17.4
483,22.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,23,20,22,10,19.6
484,34.0,4.8,Fog,Low,2,Meal,motorcycle,0.0,No,Metropolitian,28,23,10,22,10,
485,25.0,4.9,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,17,10,22,10,11.9
