,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
321,20.0,4.5,19.091458,72.827808,19.151458,72.887808,19:30,19:35,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,25
323,36.0,5.0,26.849596,75.800512,26.859596,75.810512,08:20,08:25,Fog,Low,2,Meal,scooter,1.0,No,Urban,15
325,32.0,4.5,18.520016,73.830547,18.570016,73.880547,20:30,20:35,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30
327,30.0,4.7,21.170798,72.790489,21.280798,72.900489,22:25,22:30,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24
329,23.0,4.6,22.760072,75.892574,22.850072,75.982574,21:30,21:35,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27
331,31.0,4.2,22.761226,75.887522,22.821226,75.947522,17:25,17:35,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32
333,20.0,4.5,21.149834,72.778666,21.199834,72.828666,20:15,20:20,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29
335,22.0,4.9,12.297954,76.665169,12.307954,76.675169,08:25,08:30,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11
336,20.0,4.7,17.458998,78.500366,17.518998,78.560366,17:15,17:20,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,13
340,32.0,4.5,23.416792,85.316842,23.456792,85.356842,12:20,12:25,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,27
341,34.0,4.9,18.520016,73.830547,18.630016,73.940547,22:55,23:05,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,26
342,33.0,3.9,22.722634,75.886959,22.812634,75.976959,17:25,17:30,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32
343,34.0,4.5,22.745536,75.893106,22.765536,75.913106,10:35,10:45,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25
346,34.0,4.7,12.304569,76.643622,12.354569,76.693622,19:50,20:05,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29
347,26.0,4.6,21.175104,72.804342,21.245104,72.874342,19:30,19:35,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32
351,32.0,5.0,17.450851,78.379347,17.500851,78.429347,21:55,22:10,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,27
352,32.0,4.5,22.526461,88.364453,22.576461,88.414453,17:10,17:15,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30
353,39.0,4.1,23.371292,85.327872,23.441292,85.397872,18:40,18:50,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32
354,36.0,4.8,18.520016,73.830547,18.530016,73.840547,10:15,10:20,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,25
357,38.0,3.7,18.520016,73.830547,18.630016,73.940547,20:30,20:40,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31
358,28.0,4.7,23.416792,85.316842,23.436792,85.336842,11:40,11:55,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,28
359,34.0,3.8,18.546258,73.904337,18.656258,74.014337,18:40,18:55,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,31
360,32.0,4.9,13.026286,80.275235,13.136286,80.385235,23:15,23:25,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29
361,22.0,4.7,26.921411,75.793604,26.981411,75.853604,23:35,23:40,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,17
362,31.0,4.0,22.552672,88.352885,22.642672,88.442885,17:45,17:55,Windy,Medium,0,Drinks,motorcycle,3.0,Yes,Metropolitian,45
364,29.0,4.9,11.022298,76.998349,11.132298,77.108349,19:35,19:45,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24
365,38.0,4.8,11.008638,76.984311,11.068638,77.044311,21:40,21:55,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44
366,35.0,4.8,21.149669,72.772629,21.199669,72.822629,20:50,21:05,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36
367,31.0,4.9,12.972161,77.596014,13.002161,77.626014,20:30,20:35,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28
368,30.0,4.3,13.049645,80.242268,13.139645,80.332268,18:35,18:40,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,37
370,33.0,4.8,17.430448,78.418213,17.520448,78.508213,23:15,23:30,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,23
371,29.0,4.6,30.372202,78.077151,30.442202,78.147151,23:40,23:55,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22
372,38.0,4.6,19.176269,72.836721,19.216269,72.876721,12:45,12:55,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,26
373,26.0,4.9,23.351489,85.324253,23.411489,85.384253,20:15,20:20,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34
377,26.0,4.7,26.766536,75.837333,26.826536,75.897333,22:45,22:55,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14
378,35.0,4.7,22.722634,75.886959,22.762634,75.926959,15:10,15:15,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,17
380,24.0,2.6,22.307898,73.167788,22.417898,73.277788,22:35,22:50,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,42
382,33.0,4.3,19.091458,72.827808,19.201458,72.937808,17:20,17:30,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34
383,26.0,4.6,19.874733,75.353942,19.984733,75.463942,18:35,18:50,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25
385,37.0,4.9,26.956431,75.776649,27.046431,75.866649,19:10,19:25,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,48
387,31.0,4.8,11.008638,76.984311,11.138638,77.114311,23:10,23:15,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28
388,37.0,4.6,13.022394,80.242439,13.112394,80.332439,17:45,17:50,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,26
389,26.0,4.7,19.065838,72.832658,19.175838,72.942658,21:55,22:10,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,16
392,21.0,4.4,21.173493,72.801953,21.203493,72.831953,22:25,22:40,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15
393,22.0,4.0,13.029198,77.570997,13.039198,77.580997,09:45,09:55,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28
394,38.0,4.5,13.026279,80.174568,13.036279,80.184568,10:20,10:25,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20
395,28.0,4.0,13.091809,80.219104,13.131809,80.259104,13:30,13:45,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,32
397,31.0,4.9,22.308096,73.167753,22.348096,73.207753,12:15,12:30,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38
398,24.0,4.8,21.183434,72.814492,21.203434,72.834492,08:45,08:55,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,14
400,26.0,4.9,18.533811,73.899315,18.623811,73.989315,19:35,19:40,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30
402,20.0,4.7,11.003681,76.975525,11.053681,77.025525,19:10,19:25,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29
403,29.0,4.8,21.149669,72.772629,21.279669,72.902629,22:50,22:55,Windy,Low,1,Buffet,scooter,0.0,No,Urban,12
404,32.0,4.0,12.975377,77.696664,13.045377,77.766664,18:45,18:50,Windy,Medium,0,Buffet,motorcycle,3.0,Yes,Urban,49
405,20.0,4.9,22.311358,73.164798,22.421358,73.274798,17:25,17:35,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42
408,34.0,4.6,15.496162,73.825364,15.536162,73.865364,13:50,13:55,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,27
410,29.0,5.0,22.569367,88.433187,22.639367,88.503187,20:55,21:10,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25
411,24.0,4.9,21.170798,72.790489,21.300798,72.920489,19:20,19:35,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24
413,33.0,4.4,30.895817,75.813112,30.905817,75.823112,09:25,09:40,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24
414,35.0,4.7,23.357804,85.325146,23.417804,85.385146,21:30,21:40,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29
418,29.0,4.8,19.120083,72.907385,19.190083,72.977385,23:45,23:55,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23
419,21.0,4.9,18.563934,73.915367,18.643935,73.995367,23:30,23:35,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19
420,29.0,4.6,12.906229,77.596791,13.016229,77.706791,21:45,21:50,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,29
421,22.0,4.7,12.933298,77.614293,13.023298,77.704293,20:15,20:30,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24
424,23.0,4.9,12.337928,76.617889,12.347928,76.627889,11:35,11:50,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,22
426,33.0,4.1,10.994136,76.963303,11.074136,77.043303,18:20,18:25,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,43
427,35.0,4.6,17.440827,78.393391,17.550827,78.503391,18:15,18:30,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26
428,21.0,4.7,11.003681,76.975525,11.033681,77.005525,17:15,17:30,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27
429,39.0,4.4,13.064181,80.236442,13.154181,80.326442,22:15,22:25,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35
430,34.0,4.8,13.066762,80.251865,13.116762,80.301865,22:45,22:50,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27
431,29.0,4.9,21.160437,72.774209,21.200437,72.814209,12:10,12:25,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27
432,20.0,4.7,19.091458,72.827808,19.111458,72.847808,08:45,08:50,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,17
437,26.0,5.0,17.410371,78.437225,17.520371,78.547225,17:25,17:30,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18
441,39.0,4.6,23.416792,85.316842,23.446792,85.346842,18:35,18:50,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,32
442,39.0,5.0,12.906229,77.596791,13.036229,77.726791,23:10,23:15,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41
444,33.0,4.8,13.049645,80.242268,13.079645,80.272268,18:35,18:40,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,16
445,33.0,4.8,17.411028,78.329645,17.541028,78.459645,21:15,21:25,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48
446,37.0,4.7,12.933284,77.615428,13.003284,77.685428,17:20,17:35,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,40
447,20.0,4.6,11.000762,76.981876,11.020762,77.001876,08:20,08:30,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11
450,27.0,4.6,11.022298,76.998349,11.042298,77.018349,11:30,11:40,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,16
451,37.0,4.9,22.310329,73.169083,22.360329,73.219083,17:25,17:40,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,15
453,25.0,4.7,11.022169,76.999594,11.082169,77.059594,22:40,22:50,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,11
454,37.0,4.7,19.875908,75.358888,19.925908,75.408888,22:40,22:50,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,22
460,28.0,4.7,11.003669,76.976494,11.073669,77.046494,21:15,21:30,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,31
462,20.0,4.7,13.022394,80.242439,13.072394,80.292439,23:35,23:40,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16
465,34.0,4.8,21.186884,72.793616,21.196884,72.803616,08:45,08:50,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18
466,25.0,4.8,22.307898,73.167788,22.417898,73.277788,18:25,18:40,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26
467,38.0,5.0,19.875522,75.367127,19.925522,75.417127,21:20,21:35,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,34
468,34.0,3.5,26.892312,75.806896,26.972313,75.886896,17:35,17:40,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,32
469,24.0,4.9,22.310237,73.158921,22.420237,73.268921,19:30,19:35,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22
470,33.0,4.6,23.359033,85.325347,23.449033,85.415347,21:15,21:25,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,50
472,25.0,4.6,22.538731,88.364878,22.598731,88.424878,17:40,17:50,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23
473,23.0,4.9,22.311603,73.165012,22.351603,73.205012,14:40,14:45,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19
474,34.0,4.9,30.895204,75.822103,30.945204,75.872103,22:40,22:55,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25
475,25.0,4.7,17.428294,78.404423,17.498294,78.474423,18:50,18:55,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,37
476,28.0,4.9,25.450329,81.834279,25.540329,81.924279,22:15,22:20,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10
477,34.0,3.7,18.546947,73.900626,18.656947,74.010626,21:30,21:40,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34
478,24.0,4.5,26.956431,75.776649,27.066431,75.886649,23:30,23:40,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,14
481,32.0,4.8,30.340722,78.060221,30.430722,78.150221,17:30,17:45,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,17
488,33.0,4.8,22.651847,75.881991,22.681847,75.911991,23:15,23:25,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28
491,24.0,4.6,10.994136,76.963303,11.084136,77.053303,23:20,23:25,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16
492,36.0,5.0,19.874733,75.353942,19.954733,75.433942,19:35,19:40,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43
493,22.0,4.7,22.311603,73.165012,22.401603,73.255012,17:45,17:50,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,44
496,33.0,4.7,12.972532,77.608179,12.992532,77.628179,08:30,08:35,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,18
497,27.0,4.1,23.359033,85.325347,23.379033,85.345347,10:20,10:25,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16
499,30.0,4.2,21.173493,72.801953,21.243493,72.871953,19:50,19:55,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,46
501,20.0,4.9,11.003669,76.976494,11.073669,77.046494,17:25,17:30,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,17
502,31.0,4.4,12.972161,77.596014,13.042161,77.666014,20:25,20:30,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44
504,39.0,4.9,26.892312,75.806896,26.972313,75.886896,21:15,21:25,Windy,Jam,0,Snack,motorcycle,2.0,No,Urban,43
505,32.0,4.7,17.424114,78.347554,17.534114,78.457554,22:50,23:05,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41
507,30.0,3.8,21.170096,72.789122,21.250096,72.869122,20:25,20:35,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,40
508,26.0,4.7,22.760072,75.892574,22.780072,75.912574,08:20,08:25,Windy,Low,2,Meal,scooter,0.0,No,Urban,16
510,21.0,4.9,21.157735,72.768778,21.167735,72.778778,11:25,11:35,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,13
511,23.0,4.6,11.000762,76.981876,11.030762,77.011876,18:30,18:45,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29
512,22.0,4.9,21.186884,72.793616,21.206884,72.813616,11:10,11:20,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,24
513,39.0,4.5,21.157729,72.768726,21.187729,72.798726,18:25,18:35,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,16
514,32.0,4.1,13.086438,80.220672,13.136439,80.270672,20:40,20:45,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34
516,30.0,5.0,21.157729,72.768726,21.197729,72.808726,14:50,15:05,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,28
518,26.0,4.7,11.008638,76.984311,11.098638,77.074311,22:20,22:35,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14
519,30.0,4.6,11.022477,76.995667,11.062477,77.035667,14:25,14:30,Windy,High,2,Snack,motorcycle,1.0,No,Urban,30
520,31.0,4.3,27.160934,78.044095,27.180934,78.064095,09:30,09:45,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25
521,33.0,4.8,22.725748,75.898497,22.805747,75.978497,23:35,23:45,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28
529,39.0,3.5,12.975377,77.696664,13.055377,77.776664,22:15,22:20,Cloudy,Low,2,Meal,motorcycle,0.0,No,Urban,32
530,31.0,4.0,17.422819,78.449578,17.502819,78.529578,21:25,21:40,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,42
532,27.0,4.9,22.526461,88.364453,22.616461,88.454453,21:25,21:35,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,25
535,35.0,4.5,27.163303,78.057044,27.293303,78.187044,22:45,22:50,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22
537,37.0,4.8,11.026117,76.944652,11.106117,77.024652,22:25,22:30,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,16
538,34.0,4.9,26.910262,75.783013,26.940262,75.813013,20:20,20:25,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25
541,29.0,4.7,22.727021,75.884167,22.777021,75.934167,18:20,18:30,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20
545,34.0,4.9,19.875522,75.367127,19.925522,75.417127,23:15,23:30,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19
546,21.0,4.7,18.593481,73.785901,18.623481,73.815901,19:10,19:15,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,11
548,20.0,4.7,26.914142,75.805704,27.024142,75.915704,22:35,22:40,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,12
549,24.0,4.1,19.103249,72.846749,19.233249,72.976749,20:35,20:50,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,39
550,25.0,4.5,12.939496,77.625999,12.979496,77.665999,14:25,14:30,Windy,High,1,Snack,scooter,1.0,No,Urban,16
551,22.0,4.8,19.055831,72.833984,19.085831,72.863984,22:30,22:35,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,17
552,38.0,4.7,23.416792,85.316842,23.506792,85.406842,18:30,18:40,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,24
553,29.0,4.3,12.934365,77.616155,12.974365,77.656155,12:25,12:40,Cloudy,High,1,Meal,scooter,1.0,No,Urban,33
554,24.0,4.8,12.906229,77.596791,13.016229,77.706791,18:55,19:10,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,29
555,36.0,4.8,30.359722,78.067079,30.499722,78.207079,17:40,17:55,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,42
556,31.0,4.7,26.956431,75.776649,27.006431,75.826649,22:30,22:35,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28
557,20.0,4.8,12.334022,76.618203,12.364022,76.648203,20:20,20:30,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,25
558,25.0,4.6,23.214294,77.435361,23.264294,77.485361,18:20,18:25,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,16
561,21.0,4.7,12.326356,76.619103,12.436356,76.729103,18:50,19:05,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,35
562,32.0,4.7,22.725835,75.887648,22.765835,75.927648,16:10,16:15,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25
563,36.0,4.9,23.359194,85.325447,23.489194,85.455447,20:30,20:35,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15
564,38.0,4.8,11.006686,76.951736,11.076686,77.021736,20:25,20:30,Cloudy,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,49
565,34.0,4.3,12.934179,77.615797,13.044179,77.725797,18:15,18:25,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35
567,32.0,3.6,12.311072,76.654878,12.441072,76.784878,20:25,20:30,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,39
569,22.0,4.6,12.334022,76.618203,12.414022,76.698203,19:25,19:40,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,11
570,34.0,3.9,12.323225,76.630028,12.403225,76.710028,22:20,22:30,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,33
571,39.0,4.8,23.371292,85.327872,23.501292,85.457872,21:35,21:40,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47
572,21.0,5.0,26.766536,75.837333,26.846536,75.917333,23:10,23:20,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,25
575,28.0,4.9,13.086438,80.220672,13.166438,80.300672,18:40,18:50,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,15
577,21.0,4.7,12.970221,77.645396,13.100221,77.775396,19:35,19:45,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,29
578,30.0,4.6,22.753659,75.903365,22.773659,75.923365,11:50,12:05,Fog,High,2,Snack,electric_scooter,1.0,No,Urban,30
579,36.0,5.0,11.003669,76.976494,11.063669,77.036494,22:45,22:55,Fog,Low,2,Drinks,scooter,1.0,No,Urban,16
580,25.0,4.5,18.636215,73.751081,18.646215,73.761081,08:20,08:30,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,24
581,38.0,4.3,12.933298,77.614293,13.043298,77.724293,19:25,19:40,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,31
582,24.0,5.0,19.120083,72.907385,19.160083,72.947385,13:40,13:55,Sunny,High,2,Drinks,scooter,0.0,No,Urban,12
584,31.0,4.7,22.311603,73.165012,22.391603,73.245012,18:40,18:45,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,29
586,23.0,4.8,12.979166,77.640709,12.999166,77.660709,10:35,10:45,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,11
588,25.0,4.7,12.933298,77.614293,13.063298,77.744293,17:50,17:55,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,23
589,38.0,4.5,22.722634,75.886959,22.732634,75.896959,08:15,08:20,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,24
590,32.0,4.8,11.025083,77.015393,11.105083,77.095393,17:10,17:20,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Urban,26
593,35.0,4.1,12.310972,76.659264,12.420972,76.769264,17:20,17:35,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46
595,22.0,3.5,18.516216,73.842527,18.586216,73.912527,23:40,23:50,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,33
597,28.0,4.9,12.970221,77.645396,13.020221,77.695396,17:20,17:25,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,24
598,35.0,3.6,23.371292,85.327872,23.441292,85.397872,22:20,22:35,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,34
602,26.0,5.0,25.457116,81.859682,25.487116,81.889682,22:10,22:25,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,10
603,36.0,4.4,13.029198,77.570997,13.139198,77.680997,17:55,18:05,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,31
604,26.0,4.6,11.022298,76.998349,11.052298,77.028349,19:30,19:45,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32
606,25.0,4.3,26.913483,75.803139,27.003483,75.893139,18:30,18:35,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,37
612,39.0,4.9,11.022477,76.995667,11.102477,77.075667,17:25,17:30,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26
613,34.0,4.5,12.323978,76.627961,12.353978,76.657961,20:40,20:45,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,28
615,36.0,4.8,26.913987,75.752891,26.943987,75.782891,23:10,23:20,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,20
617,30.0,4.4,21.186438,72.794115,21.296438,72.904115,22:10,22:25,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,35
619,21.0,4.8,18.539299,73.897902,18.609299,73.967902,22:35,22:45,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,13
620,24.0,4.2,12.979096,77.640625,13.109096,77.770625,18:30,18:45,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,35
621,28.0,4.9,22.744648,75.894377,22.824648,75.974377,19:25,19:35,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25
625,35.0,4.8,19.874103,75.368419,19.904103,75.398419,17:10,17:20,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,29
626,25.0,4.5,22.577821,88.400581,22.657821,88.480581,23:15,23:30,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20
629,28.0,4.7,12.337978,76.616792,12.447978,76.726792,23:35,23:45,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,25
631,28.0,4.5,26.911927,75.797282,26.981927,75.867282,18:50,18:55,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,16
632,20.0,3.9,30.890184,75.829615,30.950184,75.889615,20:40,20:45,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54
636,35.0,4.8,10.994136,76.963303,11.084136,77.053303,20:25,20:40,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,43
638,20.0,4.7,22.514119,88.362504,22.594119,88.442504,22:30,22:45,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,28
641,29.0,5.0,22.311844,73.165081,22.341844,73.195081,20:40,20:55,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,20
644,33.0,5.0,22.728163,75.884212,22.818163,75.974212,17:40,17:55,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,25
645,24.0,4.8,11.003669,76.976494,11.113669,77.086494,21:15,21:25,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,16
646,25.0,4.8,18.994049,72.825203,19.054049,72.885203,17:20,17:35,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,22
648,31.0,4.4,18.563934,73.915367,18.693935,74.045367,22:20,22:25,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,37
